fishery,management_area,target,opening_year,sex,size,molting,soft,new_pliable,new,old,very_old,very_very_old,unknown,total
TR01,bristol_bay,red_king_crab,2001,female,79,0,0,0,19,0,0,0,0,19
TR01,bristol_bay,red_king_crab,2001,female,80,0,0,0,23,0,0,0,0,23
TR01,bristol_bay,red_king_crab,2001,female,81,0,0,0,26,0,0,0,0,26
TR01,bristol_bay,red_king_crab,2001,female,82,0,0,0,28,0,0,0,0,28
TR01,bristol_bay,red_king_crab,2001,female,83,0,0,0,46,1,0,0,0,47
TR01,bristol_bay,red_king_crab,2001,female,84,0,0,0,42,1,0,0,0,43
TR01,bristol_bay,red_king_crab,2001,female,85,0,0,0,59,0,0,0,0,59
TR01,bristol_bay,red_king_crab,2001,female,86,0,0,0,47,0,0,0,0,47
TR01,bristol_bay,red_king_crab,2001,female,87,0,0,0,53,1,0,0,0,54
TR01,bristol_bay,red_king_crab,2001,female,88,0,0,0,79,2,0,0,0,81
TR01,bristol_bay,red_king_crab,2001,female,89,0,0,0,68,0,0,0,0,68
TR01,bristol_bay,red_king_crab,2001,female,90,0,0,0,71,4,0,0,0,75
TR01,bristol_bay,red_king_crab,2001,female,91,0,0,0,74,0,0,0,0,74
TR01,bristol_bay,red_king_crab,2001,female,92,0,0,0,103,0,0,0,0,103
TR01,bristol_bay,red_king_crab,2001,female,93,0,0,0,103,0,0,0,0,103
TR01,bristol_bay,red_king_crab,2001,female,94,0,0,0,104,0,0,0,0,104
TR01,bristol_bay,red_king_crab,2001,female,95,0,0,0,108,0,0,0,0,108
TR01,bristol_bay,red_king_crab,2001,female,96,0,0,0,119,0,0,0,0,119
TR01,bristol_bay,red_king_crab,2001,female,97,0,0,0,117,0,0,0,0,117
TR01,bristol_bay,red_king_crab,2001,female,98,0,0,0,98,0,0,0,0,98
TR01,bristol_bay,red_king_crab,2001,female,99,0,0,0,94,0,0,0,0,94
TR01,bristol_bay,red_king_crab,2001,female,100,0,0,0,101,1,0,0,0,102
TR01,bristol_bay,red_king_crab,2001,female,101,0,0,0,108,0,0,0,0,108
TR01,bristol_bay,red_king_crab,2001,female,102,0,0,0,103,0,0,0,0,103
TR01,bristol_bay,red_king_crab,2001,female,103,0,0,0,91,0,0,0,1,92
TR01,bristol_bay,red_king_crab,2001,female,104,0,0,0,89,0,0,0,0,89
TR01,bristol_bay,red_king_crab,2001,female,105,0,0,0,73,0,0,0,0,73
TR01,bristol_bay,red_king_crab,2001,female,106,0,0,0,69,0,0,0,0,69
TR01,bristol_bay,red_king_crab,2001,female,107,0,0,0,62,0,0,0,0,62
TR01,bristol_bay,red_king_crab,2001,female,108,0,0,0,70,0,0,0,0,70
TR01,bristol_bay,red_king_crab,2001,female,109,0,0,0,77,0,0,0,0,77
TR01,bristol_bay,red_king_crab,2001,female,110,0,0,0,55,0,0,0,0,55
TR01,bristol_bay,red_king_crab,2001,female,111,0,0,0,56,0,0,0,0,56
TR01,bristol_bay,red_king_crab,2001,female,112,0,0,0,68,0,0,0,0,68
TR01,bristol_bay,red_king_crab,2001,female,113,0,0,0,62,0,0,0,0,62
TR01,bristol_bay,red_king_crab,2001,female,114,0,0,0,68,0,0,0,0,68
TR01,bristol_bay,red_king_crab,2001,female,115,0,0,0,83,0,0,0,0,83
TR01,bristol_bay,red_king_crab,2001,female,116,0,0,0,93,0,0,0,0,93
TR01,bristol_bay,red_king_crab,2001,female,117,0,0,0,86,0,0,0,0,86
TR01,bristol_bay,red_king_crab,2001,female,118,0,0,0,113,0,0,0,0,113
TR01,bristol_bay,red_king_crab,2001,female,119,0,0,0,105,0,0,0,0,105
TR01,bristol_bay,red_king_crab,2001,female,120,0,0,0,139,1,0,0,0,140
TR01,bristol_bay,red_king_crab,2001,female,121,0,0,0,144,0,0,0,0,144
TR01,bristol_bay,red_king_crab,2001,female,122,0,0,0,172,0,0,0,0,172
TR01,bristol_bay,red_king_crab,2001,female,123,0,0,0,171,0,0,0,0,171
TR01,bristol_bay,red_king_crab,2001,female,124,0,0,0,137,1,0,0,0,138
TR01,bristol_bay,red_king_crab,2001,female,125,0,0,0,194,0,0,0,0,194
TR01,bristol_bay,red_king_crab,2001,female,126,0,0,0,147,0,0,0,0,147
TR01,bristol_bay,red_king_crab,2001,female,127,0,0,0,156,0,0,0,0,156
TR01,bristol_bay,red_king_crab,2001,female,128,0,0,0,161,0,0,0,0,161
TR01,bristol_bay,red_king_crab,2001,female,129,0,0,0,103,0,0,0,0,103
TR01,bristol_bay,red_king_crab,2001,female,130,0,0,0,89,0,0,0,0,89
TR01,bristol_bay,red_king_crab,2001,female,131,0,0,0,83,0,0,0,0,83
TR01,bristol_bay,red_king_crab,2001,female,132,0,0,0,84,0,0,0,0,84
TR01,bristol_bay,red_king_crab,2001,female,133,0,0,0,52,0,0,0,0,52
TR01,bristol_bay,red_king_crab,2001,female,134,0,0,0,38,1,0,0,0,39
TR01,bristol_bay,red_king_crab,2001,female,135,0,0,0,46,0,0,0,0,46
TR01,bristol_bay,red_king_crab,2001,female,136,0,0,0,29,0,0,0,0,29
TR01,bristol_bay,red_king_crab,2001,female,137,0,0,0,20,0,0,0,0,20
TR01,bristol_bay,red_king_crab,2001,female,138,0,0,0,27,0,0,0,0,27
TR01,bristol_bay,red_king_crab,2001,female,139,0,0,0,24,0,0,0,0,24
TR01,bristol_bay,red_king_crab,2001,female,140,0,0,0,21,0,0,0,0,21
TR01,bristol_bay,red_king_crab,2001,female,141,0,0,0,20,0,0,0,0,20
TR01,bristol_bay,red_king_crab,2001,female,142,0,0,0,18,0,0,0,0,18
TR01,bristol_bay,red_king_crab,2001,female,143,0,0,0,18,0,0,0,0,18
TR01,bristol_bay,red_king_crab,2001,female,144,0,0,0,14,0,0,0,0,14
TR01,bristol_bay,red_king_crab,2001,female,145,0,0,0,16,0,0,0,0,16
TR01,bristol_bay,red_king_crab,2001,female,146,0,0,0,7,0,0,0,0,7
TR01,bristol_bay,red_king_crab,2001,female,147,0,0,0,7,0,0,0,0,7
TR01,bristol_bay,red_king_crab,2001,female,148,0,0,0,12,0,0,0,0,12
TR01,bristol_bay,red_king_crab,2001,female,149,0,0,0,9,0,0,0,0,9
TR01,bristol_bay,red_king_crab,2001,female,150,0,0,0,11,0,0,0,0,11
TR01,bristol_bay,red_king_crab,2001,female,151,0,0,0,8,0,0,0,0,8
TR01,bristol_bay,red_king_crab,2001,female,152,0,0,0,9,0,0,0,0,9
TR01,bristol_bay,red_king_crab,2001,female,153,0,0,0,9,0,0,0,0,9
TR01,bristol_bay,red_king_crab,2001,female,154,0,0,0,10,0,0,0,0,10
TR01,bristol_bay,red_king_crab,2001,female,155,0,0,0,2,0,0,0,0,2
TR01,bristol_bay,red_king_crab,2001,female,156,0,0,0,6,0,0,0,0,6
TR01,bristol_bay,red_king_crab,2001,female,157,0,0,0,6,0,0,0,0,6
TR01,bristol_bay,red_king_crab,2001,female,158,0,0,0,2,0,0,0,0,2
TR01,bristol_bay,red_king_crab,2001,female,159,0,0,0,2,0,0,0,0,2
TR01,bristol_bay,red_king_crab,2001,female,160,0,0,0,1,0,0,0,0,1
TR01,bristol_bay,red_king_crab,2001,female,161,0,0,0,2,0,0,0,0,2
TR01,bristol_bay,red_king_crab,2001,female,162,0,0,0,2,0,0,0,0,2
TR01,bristol_bay,red_king_crab,2001,female,163,0,0,0,2,0,0,0,0,2
TR01,bristol_bay,red_king_crab,2001,female,164,0,0,0,1,0,0,0,0,1
TR02,bristol_bay,red_king_crab,2002,female,61,0,0,0,1,0,0,0,0,1
TR02,bristol_bay,red_king_crab,2002,female,62,0,0,0,1,0,0,0,0,1
TR02,bristol_bay,red_king_crab,2002,female,64,0,1,0,3,0,0,0,0,4
TR02,bristol_bay,red_king_crab,2002,female,65,0,0,0,4,0,0,0,0,4
TR02,bristol_bay,red_king_crab,2002,female,66,0,0,0,5,1,0,0,0,6
TR02,bristol_bay,red_king_crab,2002,female,67,0,0,0,6,1,0,0,0,7
TR02,bristol_bay,red_king_crab,2002,female,68,0,0,0,12,2,0,0,0,14
TR02,bristol_bay,red_king_crab,2002,female,69,0,0,0,11,0,0,0,0,11
TR02,bristol_bay,red_king_crab,2002,female,70,0,0,0,18,2,0,0,0,20
TR02,bristol_bay,red_king_crab,2002,female,71,0,0,0,23,2,0,0,0,25
TR02,bristol_bay,red_king_crab,2002,female,72,0,0,0,22,1,0,0,0,23
TR02,bristol_bay,red_king_crab,2002,female,73,0,0,0,21,5,0,0,0,26
TR02,bristol_bay,red_king_crab,2002,female,74,0,0,0,22,5,0,0,0,27
TR02,bristol_bay,red_king_crab,2002,female,75,0,0,0,16,4,0,0,0,20
TR02,bristol_bay,red_king_crab,2002,female,76,0,0,0,27,4,0,0,0,31
TR02,bristol_bay,red_king_crab,2002,female,77,0,0,0,20,3,0,0,0,23
TR02,bristol_bay,red_king_crab,2002,female,78,0,0,0,13,2,0,0,0,15
TR02,bristol_bay,red_king_crab,2002,female,79,0,0,0,17,6,0,0,1,24
TR02,bristol_bay,red_king_crab,2002,female,80,0,0,0,15,3,0,0,0,18
TR02,bristol_bay,red_king_crab,2002,female,81,0,0,0,15,2,0,0,0,17
TR02,bristol_bay,red_king_crab,2002,female,82,0,0,0,16,2,0,0,0,18
TR02,bristol_bay,red_king_crab,2002,female,83,0,0,0,18,6,0,0,0,24
TR02,bristol_bay,red_king_crab,2002,female,84,0,0,0,17,4,0,0,0,21
TR02,bristol_bay,red_king_crab,2002,female,85,0,0,0,17,4,0,0,0,21
TR02,bristol_bay,red_king_crab,2002,female,86,0,0,0,17,4,0,0,0,21
TR02,bristol_bay,red_king_crab,2002,female,87,0,0,0,13,1,0,0,0,14
TR02,bristol_bay,red_king_crab,2002,female,88,0,0,0,10,2,0,0,0,12
TR02,bristol_bay,red_king_crab,2002,female,89,0,0,0,7,2,0,0,0,9
TR02,bristol_bay,red_king_crab,2002,female,90,0,0,0,2,2,0,0,0,4
TR02,bristol_bay,red_king_crab,2002,female,91,0,0,0,12,1,0,0,0,13
TR02,bristol_bay,red_king_crab,2002,female,92,0,0,0,7,1,0,0,0,8
TR02,bristol_bay,red_king_crab,2002,female,93,0,0,0,4,3,0,0,0,7
TR02,bristol_bay,red_king_crab,2002,female,94,0,0,0,8,1,0,0,0,9
TR02,bristol_bay,red_king_crab,2002,female,95,0,0,0,4,2,0,0,0,6
TR02,bristol_bay,red_king_crab,2002,female,96,0,0,0,1,0,0,0,0,1
TR02,bristol_bay,red_king_crab,2002,female,97,0,0,0,4,1,0,0,0,5
TR02,bristol_bay,red_king_crab,2002,female,98,0,0,0,5,0,0,0,0,5
TR02,bristol_bay,red_king_crab,2002,female,99,0,0,0,3,1,0,0,0,4
TR02,bristol_bay,red_king_crab,2002,female,100,0,0,0,3,0,0,0,0,3
TR02,bristol_bay,red_king_crab,2002,female,101,0,0,0,3,0,0,0,0,3
TR02,bristol_bay,red_king_crab,2002,female,102,0,0,0,6,0,0,0,0,6
TR02,bristol_bay,red_king_crab,2002,female,103,0,0,0,7,0,0,0,0,7
TR02,bristol_bay,red_king_crab,2002,female,104,0,0,0,4,0,0,0,0,4
TR02,bristol_bay,red_king_crab,2002,female,105,0,0,0,6,0,0,0,0,6
TR02,bristol_bay,red_king_crab,2002,female,106,0,0,0,8,0,0,0,0,8
TR02,bristol_bay,red_king_crab,2002,female,107,0,0,0,5,0,0,0,0,5
TR02,bristol_bay,red_king_crab,2002,female,108,0,0,0,8,0,0,0,0,8
TR02,bristol_bay,red_king_crab,2002,female,110,0,0,0,6,0,0,0,0,6
TR02,bristol_bay,red_king_crab,2002,female,111,0,0,0,5,1,0,0,0,6
TR02,bristol_bay,red_king_crab,2002,female,112,0,0,0,2,0,0,0,0,2
TR02,bristol_bay,red_king_crab,2002,female,113,0,0,0,5,1,0,0,0,6
TR02,bristol_bay,red_king_crab,2002,female,114,0,0,0,3,0,0,0,0,3
TR02,bristol_bay,red_king_crab,2002,female,115,0,0,0,3,0,0,0,0,3
TR02,bristol_bay,red_king_crab,2002,female,116,0,0,0,2,0,0,0,0,2
TR02,bristol_bay,red_king_crab,2002,female,117,0,0,0,4,0,0,0,0,4
TR02,bristol_bay,red_king_crab,2002,female,118,0,0,0,5,0,0,0,0,5
TR02,bristol_bay,red_king_crab,2002,female,119,0,0,0,3,0,0,0,0,3
TR02,bristol_bay,red_king_crab,2002,female,120,0,0,0,3,0,0,0,0,3
TR02,bristol_bay,red_king_crab,2002,female,121,0,0,0,3,0,0,0,0,3
TR02,bristol_bay,red_king_crab,2002,female,122,0,0,0,4,0,0,0,0,4
TR02,bristol_bay,red_king_crab,2002,female,123,0,0,0,6,0,0,0,0,6
TR02,bristol_bay,red_king_crab,2002,female,124,0,0,0,1,0,0,0,0,1
TR02,bristol_bay,red_king_crab,2002,female,126,0,0,0,2,0,0,0,0,2
TR02,bristol_bay,red_king_crab,2002,female,127,0,0,0,4,0,0,0,0,4
TR02,bristol_bay,red_king_crab,2002,female,128,0,0,0,5,0,0,0,0,5
TR02,bristol_bay,red_king_crab,2002,female,129,0,0,0,3,0,0,0,0,3
TR02,bristol_bay,red_king_crab,2002,female,130,0,0,0,3,0,0,0,0,3
TR02,bristol_bay,red_king_crab,2002,female,131,0,0,0,1,0,0,0,0,1
TR02,bristol_bay,red_king_crab,2002,female,132,0,0,0,8,0,0,0,0,8
TR02,bristol_bay,red_king_crab,2002,female,133,0,0,0,4,0,0,0,0,4
TR02,bristol_bay,red_king_crab,2002,female,134,0,0,0,3,0,0,0,0,3
TR02,bristol_bay,red_king_crab,2002,female,135,0,0,0,6,0,0,0,0,6
TR02,bristol_bay,red_king_crab,2002,female,136,0,0,0,3,0,0,0,0,3
TR02,bristol_bay,red_king_crab,2002,female,137,0,0,0,2,0,0,0,0,2
TR02,bristol_bay,red_king_crab,2002,female,138,0,0,0,6,0,0,0,0,6
TR02,bristol_bay,red_king_crab,2002,female,139,0,0,0,3,0,0,0,0,3
TR02,bristol_bay,red_king_crab,2002,female,140,0,0,0,6,0,0,0,0,6
TR02,bristol_bay,red_king_crab,2002,female,141,0,0,0,3,0,0,0,0,3
TR02,bristol_bay,red_king_crab,2002,female,142,0,0,0,2,0,0,0,0,2
TR02,bristol_bay,red_king_crab,2002,female,143,0,0,0,3,0,0,0,0,3
TR02,bristol_bay,red_king_crab,2002,female,144,0,0,0,1,1,0,0,0,2
TR02,bristol_bay,red_king_crab,2002,female,145,0,0,0,2,0,0,0,0,2
TR02,bristol_bay,red_king_crab,2002,female,146,0,0,0,2,0,0,0,0,2
TR02,bristol_bay,red_king_crab,2002,female,147,0,0,0,2,0,0,0,0,2
TR02,bristol_bay,red_king_crab,2002,female,148,0,0,0,2,0,0,0,0,2
TR02,bristol_bay,red_king_crab,2002,female,149,0,0,0,1,0,0,0,0,1
TR02,bristol_bay,red_king_crab,2002,female,153,0,0,0,2,0,0,0,0,2
TR02,bristol_bay,red_king_crab,2002,female,154,0,0,0,1,0,0,0,0,1
TR02,bristol_bay,red_king_crab,2002,female,155,0,0,0,1,0,0,0,0,1
TR02,bristol_bay,red_king_crab,2002,female,158,0,0,0,1,0,0,0,0,1
TR02,bristol_bay,red_king_crab,2002,female,160,0,0,0,2,0,0,0,0,2
TR02,bristol_bay,red_king_crab,2002,female,169,0,0,0,1,0,0,0,0,1
TR03,bristol_bay,red_king_crab,2003,female,42,0,0,0,1,0,0,0,0,1
TR03,bristol_bay,red_king_crab,2003,female,50,0,0,0,1,0,0,0,0,1
TR03,bristol_bay,red_king_crab,2003,female,57,0,0,0,1,0,0,0,0,1
TR03,bristol_bay,red_king_crab,2003,female,58,0,0,0,4,0,0,0,0,4
TR03,bristol_bay,red_king_crab,2003,female,59,0,0,0,4,0,0,0,0,4
TR03,bristol_bay,red_king_crab,2003,female,60,0,0,0,6,0,0,0,0,6
TR03,bristol_bay,red_king_crab,2003,female,61,0,0,0,11,0,0,0,0,11
TR03,bristol_bay,red_king_crab,2003,female,62,0,0,0,7,0,0,0,0,7
TR03,bristol_bay,red_king_crab,2003,female,63,0,0,0,14,0,0,0,0,14
TR03,bristol_bay,red_king_crab,2003,female,64,0,0,0,26,0,0,0,0,26
TR03,bristol_bay,red_king_crab,2003,female,65,0,0,0,26,0,0,0,0,26
TR03,bristol_bay,red_king_crab,2003,female,66,0,0,0,31,0,0,0,0,31
TR03,bristol_bay,red_king_crab,2003,female,67,0,0,0,44,0,0,0,0,44
TR03,bristol_bay,red_king_crab,2003,female,68,0,0,0,29,0,0,0,0,29
TR03,bristol_bay,red_king_crab,2003,female,69,0,0,0,20,0,0,0,0,20
TR03,bristol_bay,red_king_crab,2003,female,70,0,0,0,40,0,0,0,0,40
TR03,bristol_bay,red_king_crab,2003,female,71,0,0,0,40,0,0,0,0,40
TR03,bristol_bay,red_king_crab,2003,female,72,0,0,0,43,0,0,0,0,43
TR03,bristol_bay,red_king_crab,2003,female,73,0,0,0,35,2,0,0,0,37
TR03,bristol_bay,red_king_crab,2003,female,74,0,0,0,45,0,0,0,0,45
TR03,bristol_bay,red_king_crab,2003,female,75,0,0,0,38,0,0,0,0,38
TR03,bristol_bay,red_king_crab,2003,female,76,0,0,0,51,0,0,0,0,51
TR03,bristol_bay,red_king_crab,2003,female,77,0,0,0,53,0,0,0,0,53
TR03,bristol_bay,red_king_crab,2003,female,78,0,0,0,62,1,0,0,0,63
TR03,bristol_bay,red_king_crab,2003,female,79,0,0,0,83,0,0,0,0,83
TR03,bristol_bay,red_king_crab,2003,female,80,0,0,0,141,0,0,0,0,141
TR03,bristol_bay,red_king_crab,2003,female,81,0,0,0,105,0,0,0,0,105
TR03,bristol_bay,red_king_crab,2003,female,82,0,0,0,167,0,0,0,0,167
TR03,bristol_bay,red_king_crab,2003,female,83,0,0,0,174,0,0,0,0,174
TR03,bristol_bay,red_king_crab,2003,female,84,0,0,0,203,2,0,0,0,205
TR03,bristol_bay,red_king_crab,2003,female,85,0,0,0,220,0,0,0,0,220
TR03,bristol_bay,red_king_crab,2003,female,86,0,0,0,253,1,0,0,0,254
TR03,bristol_bay,red_king_crab,2003,female,87,0,0,0,268,0,0,0,0,268
